年份,科目,地区,高考模式,改革起始年,卷别性质,范围,卷型,状态,来源文件,建议Repo路径,文件数
2026,语文,广西,新高考,2024,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\语文\2026高考语文全国Ⅱ卷试题.pdf,papers/2026/语文/全国/全国II卷/2026_语文_广西_全国II卷_covered_common.pdf,1
2026,语文,海南,新高考,2020,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\语文\2026高考语文全国Ⅱ卷试题.pdf,papers/2026/语文/全国/全国II卷/2026_语文_海南_全国II卷_covered_common.pdf,1
2026,语文,重庆,新高考,2021,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\语文\2026高考语文全国Ⅱ卷试题.pdf,papers/2026/语文/全国/全国II卷/2026_语文_重庆_全国II卷_covered_common.pdf,1
2026,语文,四川,新高考,2025,全国卷,common,全国II卷,present_common,H:\New folder\高考六科整理\语文\2026_全国新高考II卷_四川主科\2026高考语文全国Ⅱ卷试题.pdf,papers/2026/语文/全国/全国II卷/2026_语文_四川_全国II卷_原卷.pdf,3
2026,语文,贵州,新高考,2024,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\语文\2026高考语文全国Ⅱ卷试题.pdf,papers/2026/语文/全国/全国II卷/2026_语文_贵州_全国II卷_covered_common.pdf,1
2026,语文,云南,新高考,2025,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\语文\2026高考语文全国Ⅱ卷试题.pdf,papers/2026/语文/全国/全国II卷/2026_语文_云南_全国II卷_covered_common.pdf,1
2026,语文,陕西,新高考,2025,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\语文\2026高考语文全国Ⅱ卷试题.pdf,papers/2026/语文/全国/全国II卷/2026_语文_陕西_全国II卷_covered_common.pdf,1
2026,语文,甘肃,新高考,2024,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\语文\2026高考语文全国Ⅱ卷试题.pdf,papers/2026/语文/全国/全国II卷/2026_语文_甘肃_全国II卷_covered_common.pdf,1
2026,语文,青海,新高考,2025,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\语文\2026高考语文全国Ⅱ卷试题.pdf,papers/2026/语文/全国/全国II卷/2026_语文_青海_全国II卷_covered_common.pdf,1
2026,语文,宁夏,新高考,2025,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\语文\2026高考语文全国Ⅱ卷试题.pdf,papers/2026/语文/全国/全国II卷/2026_语文_宁夏_全国II卷_covered_common.pdf,1
2026,数学,北京,新高考,2020,,missing,,missing,,,0
2026,数学,天津,新高考,2020,地方/区域卷,local,天津卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\天津卷\数学\2026年天津市高考真题_数学卷 及答案解析.pdf,papers/2026/数学/天津/天津卷/2026_数学_天津_天津卷_原卷.pdf,3
2026,数学,河北,新高考,2021,全国卷,common,河北卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\数学\2026高考数学一卷真题.pdf,papers/2026/数学/全国/河北卷/2026_数学_河北_河北卷_covered_common.pdf,1
2026,数学,山西,新高考,2025,全国卷,common,山西卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/山西卷/2026_数学_山西_山西卷_covered_common.pdf,1
2026,数学,内蒙古,新高考,2025,全国卷,common,内蒙古卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/内蒙古卷/2026_数学_内蒙古_内蒙古卷_covered_common.pdf,1
2026,数学,辽宁,新高考,2021,全国卷,common,辽宁卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/辽宁卷/2026_数学_辽宁_辽宁卷_covered_common.pdf,1
2026,数学,吉林,新高考,2024,全国卷,common,吉林卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/吉林卷/2026_数学_吉林_吉林卷_covered_common.pdf,1
2026,数学,黑龙江,新高考,2024,全国卷,common,黑龙江卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/黑龙江卷/2026_数学_黑龙江_黑龙江卷_covered_common.pdf,1
2026,数学,上海,新高考,2017,,missing,,missing,,,0
2026,数学,江苏,新高考,2021,全国卷,common,江苏卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\数学\2026高考数学一卷真题.pdf,papers/2026/数学/全国/江苏卷/2026_数学_江苏_江苏卷_covered_common.pdf,1
2026,数学,浙江,新高考,2017,全国卷,common,浙江卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\数学\2026高考数学一卷真题.pdf,papers/2026/数学/全国/浙江卷/2026_数学_浙江_浙江卷_covered_common.pdf,1
2026,数学,安徽,新高考,2024,全国卷,common,安徽卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\数学\2026高考数学一卷真题.pdf,papers/2026/数学/全国/安徽卷/2026_数学_安徽_安徽卷_covered_common.pdf,1
2026,数学,福建,新高考,2021,全国卷,common,福建卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\数学\2026高考数学一卷真题.pdf,papers/2026/数学/全国/福建卷/2026_数学_福建_福建卷_covered_common.pdf,1
2026,数学,江西,新高考,2024,全国卷,common,江西卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\数学\2026高考数学一卷真题.pdf,papers/2026/数学/全国/江西卷/2026_数学_江西_江西卷_covered_common.pdf,1
2026,数学,山东,新高考,2020,全国卷,common,山东卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\数学\2026高考数学一卷真题.pdf,papers/2026/数学/全国/山东卷/2026_数学_山东_山东卷_covered_common.pdf,1
2026,数学,河南,新高考,2025,全国卷,common,河南卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\数学\2026高考数学一卷真题.pdf,papers/2026/数学/全国/河南卷/2026_数学_河南_河南卷_covered_common.pdf,1
2026,数学,湖北,新高考,2021,全国卷,common,湖北卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\数学\2026高考数学一卷真题.pdf,papers/2026/数学/全国/湖北卷/2026_数学_湖北_湖北卷_covered_common.pdf,1
2026,数学,湖南,新高考,2021,全国卷,common,湖南卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\数学\2026高考数学一卷真题.pdf,papers/2026/数学/全国/湖南卷/2026_数学_湖南_湖南卷_covered_common.pdf,1
2026,数学,广东,新高考,2021,全国卷,common,广东卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\数学\2026高考数学一卷真题.pdf,papers/2026/数学/全国/广东卷/2026_数学_广东_广东卷_covered_common.pdf,1
2026,数学,广西,新高考,2024,全国卷,common,广西卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/广西卷/2026_数学_广西_广西卷_covered_common.pdf,1
2026,数学,海南,新高考,2020,全国卷,common,海南卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/海南卷/2026_数学_海南_海南卷_covered_common.pdf,1
2026,数学,重庆,新高考,2021,全国卷,common,重庆卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/重庆卷/2026_数学_重庆_重庆卷_covered_common.pdf,1
2026,数学,四川,新高考,2025,全国卷,common,新高考II卷,present_common,H:\New folder\高考六科整理\数学\2026_全国新高考II卷_四川主科\数学二卷.pdf,papers/2026/数学/全国/新高考II卷/2026_数学_四川_新高考II卷_原卷.pdf,3
2026,数学,贵州,新高考,2024,全国卷,common,贵州卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/贵州卷/2026_数学_贵州_贵州卷_covered_common.pdf,1
2026,数学,云南,新高考,2025,全国卷,common,云南卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/云南卷/2026_数学_云南_云南卷_covered_common.pdf,1
2026,数学,陕西,新高考,2025,全国卷,common,陕西卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/陕西卷/2026_数学_陕西_陕西卷_covered_common.pdf,1
2026,数学,甘肃,新高考,2024,全国卷,common,甘肃卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/甘肃卷/2026_数学_甘肃_甘肃卷_covered_common.pdf,1
2026,数学,青海,新高考,2025,全国卷,common,青海卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/青海卷/2026_数学_青海_青海卷_covered_common.pdf,1
2026,数学,宁夏,新高考,2025,全国卷,common,宁夏卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\数学\数学二卷.pdf,papers/2026/数学/全国/宁夏卷/2026_数学_宁夏_宁夏卷_covered_common.pdf,1
2026,英语,北京,新高考,2020,,missing,,missing,,,0
2026,英语,天津,新高考,2020,,missing,,missing,,,0
2026,英语,河北,新高考,2021,全国卷,common,全国I卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\英语\2026高考英语全国Ⅰ卷参考答案及听力原文.pdf,papers/2026/英语/全国/全国I卷/2026_英语_河北_全国I卷_covered_common.pdf,1
2026,英语,山西,新高考,2025,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_山西_全国II卷_covered_common.mp3,1
2026,英语,内蒙古,新高考,2025,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_内蒙古_全国II卷_covered_common.mp3,1
2026,英语,辽宁,新高考,2021,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_辽宁_全国II卷_covered_common.mp3,1
2026,英语,吉林,新高考,2024,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_吉林_全国II卷_covered_common.mp3,1
2026,英语,黑龙江,新高考,2024,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_黑龙江_全国II卷_covered_common.mp3,1
2026,英语,上海,新高考,2017,,missing,,missing,,,0
2026,英语,江苏,新高考,2021,全国卷,common,全国I卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\英语\2026高考英语全国Ⅰ卷参考答案及听力原文.pdf,papers/2026/英语/全国/全国I卷/2026_英语_江苏_全国I卷_covered_common.pdf,1
2026,英语,浙江,新高考,2017,全国卷,common,全国I卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\英语\2026高考英语全国Ⅰ卷参考答案及听力原文.pdf,papers/2026/英语/全国/全国I卷/2026_英语_浙江_全国I卷_covered_common.pdf,1
2026,英语,安徽,新高考,2024,全国卷,common,全国I卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\英语\2026高考英语全国Ⅰ卷参考答案及听力原文.pdf,papers/2026/英语/全国/全国I卷/2026_英语_安徽_全国I卷_covered_common.pdf,1
2026,英语,福建,新高考,2021,全国卷,common,全国I卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\英语\2026高考英语全国Ⅰ卷参考答案及听力原文.pdf,papers/2026/英语/全国/全国I卷/2026_英语_福建_全国I卷_covered_common.pdf,1
2026,英语,江西,新高考,2024,全国卷,common,全国I卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\英语\2026高考英语全国Ⅰ卷参考答案及听力原文.pdf,papers/2026/英语/全国/全国I卷/2026_英语_江西_全国I卷_covered_common.pdf,1
2026,英语,山东,新高考,2020,全国卷,common,全国I卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\英语\2026高考英语全国Ⅰ卷参考答案及听力原文.pdf,papers/2026/英语/全国/全国I卷/2026_英语_山东_全国I卷_covered_common.pdf,1
2026,英语,河南,新高考,2025,全国卷,common,全国I卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\英语\2026高考英语全国Ⅰ卷参考答案及听力原文.pdf,papers/2026/英语/全国/全国I卷/2026_英语_河南_全国I卷_covered_common.pdf,1
2026,英语,湖北,新高考,2021,全国卷,common,全国I卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\英语\2026高考英语全国Ⅰ卷参考答案及听力原文.pdf,papers/2026/英语/全国/全国I卷/2026_英语_湖北_全国I卷_covered_common.pdf,1
2026,英语,湖南,新高考,2021,全国卷,common,全国I卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\英语\2026高考英语全国Ⅰ卷参考答案及听力原文.pdf,papers/2026/英语/全国/全国I卷/2026_英语_湖南_全国I卷_covered_common.pdf,1
2026,英语,广东,新高考,2021,全国卷,common,全国I卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\0、全国一卷（语数英）完整版\英语\2026高考英语全国Ⅰ卷参考答案及听力原文.pdf,papers/2026/英语/全国/全国I卷/2026_英语_广东_全国I卷_covered_common.pdf,1
2026,英语,广西,新高考,2024,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_广西_全国II卷_covered_common.mp3,1
2026,英语,海南,新高考,2020,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_海南_全国II卷_covered_common.mp3,1
2026,英语,重庆,新高考,2021,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_重庆_全国II卷_covered_common.mp3,1
2026,英语,四川,新高考,2025,全国卷,common,新高考II卷,present_common,H:\New folder\高考六科整理\英语\2026_全国新高考II卷_四川主科\英语Ⅱ卷试题.pdf,papers/2026/英语/全国/新高考II卷/2026_英语_四川_新高考II卷_原卷.pdf,4
2026,英语,贵州,新高考,2024,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_贵州_全国II卷_covered_common.mp3,1
2026,英语,云南,新高考,2025,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_云南_全国II卷_covered_common.mp3,1
2026,英语,陕西,新高考,2025,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_陕西_全国II卷_covered_common.mp3,1
2026,英语,甘肃,新高考,2024,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_甘肃_全国II卷_covered_common.mp3,1
2026,英语,青海,新高考,2025,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_青海_全国II卷_covered_common.mp3,1
2026,英语,宁夏,新高考,2025,全国卷,common,全国II卷,covered_common,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\1、全国二卷（语数英）完整版\英语\2026高考英语全国Ⅱ卷听力.mp3,papers/2026/英语/全国/全国II卷/2026_英语_宁夏_全国II卷_covered_common.mp3,1
2026,物理,北京,新高考,2020,地方/区域卷,local,北京卷,placeholder,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\北京卷\物理\2026年高考物理真题和答案 .rar,papers/2026/物理/北京/北京卷/2026_物理_北京_北京卷_placeholder.rar,1
2026,物理,天津,新高考,2020,地方/区域卷,local,天津卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\天津卷\物理\2026年天津高考物理真题（回忆版）.jpg,papers/2026/物理/天津/天津卷/2026_物理_天津_天津卷_原卷.jpg,2
2026,物理,河北,新高考,2021,地方/区域卷,local,河北卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\河北卷\物理\河北省高考物理卷.pdf,papers/2026/物理/河北/河北卷/2026_物理_河北_河北卷_原卷.pdf,2
2026,物理,山西,新高考,2025,地方/区域卷,local,山西卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\陕晋宁青卷\物理\2026年高考（陕晋宁青卷）高考物理真题.pdf,papers/2026/物理/山西/山西卷/2026_物理_山西_山西卷_原卷.pdf,1
2026,物理,内蒙古,新高考,2025,地方/区域卷,local,内蒙古卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\黑吉辽蒙卷\物理\2026年黑吉辽蒙物理卷高考真题.pdf,papers/2026/物理/内蒙古/内蒙古卷/2026_物理_内蒙古_内蒙古卷_原卷.pdf,3
2026,物理,辽宁,新高考,2021,地方/区域卷,local,辽宁卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\黑吉辽蒙卷\物理\2026年黑吉辽蒙物理卷高考真题.pdf,papers/2026/物理/辽宁/辽宁卷/2026_物理_辽宁_辽宁卷_原卷.pdf,3
2026,物理,吉林,新高考,2024,地方/区域卷,local,吉林卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\黑吉辽蒙卷\物理\2026年黑吉辽蒙物理卷高考真题.pdf,papers/2026/物理/吉林/吉林卷/2026_物理_吉林_吉林卷_原卷.pdf,3
2026,物理,黑龙江,新高考,2024,地方/区域卷,local,黑龙江卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\黑吉辽蒙卷\物理\2026年黑吉辽蒙物理卷高考真题.pdf,papers/2026/物理/黑龙江/黑龙江卷/2026_物理_黑龙江_黑龙江卷_原卷.pdf,3
2026,物理,上海,新高考,2017,,missing,,missing,,,0
2026,物理,江苏,新高考,2021,地方/区域卷,local,江苏卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\江苏卷\物理\2026年江苏物理高考真题.pdf,papers/2026/物理/江苏/江苏卷/2026_物理_江苏_江苏卷_原卷.pdf,3
2026,物理,浙江,新高考,2017,地方/区域卷,local,浙江卷,placeholder,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\浙江卷\物理\2026年高考物理真题和答案 .rar,papers/2026/物理/浙江/浙江卷/2026_物理_浙江_浙江卷_placeholder.rar,1
2026,物理,安徽,新高考,2024,地方/区域卷,local,安徽卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\安徽卷\物理\2026安徽高考物理真题答案（回忆版）.png,papers/2026/物理/安徽/安徽卷/2026_物理_安徽_安徽卷_原卷.png,2
2026,物理,福建,新高考,2021,地方/区域卷,local,福建卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\福建卷\物理\2026福建高考物理真题答案（回忆版）.jpeg,papers/2026/物理/福建/福建卷/2026_物理_福建_福建卷_原卷.jpeg,2
2026,物理,江西,新高考,2024,地方/区域卷,local,江西卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\江西卷\物理\2026江西高考物理真题答案（回忆版）.jpg,papers/2026/物理/江西/江西卷/2026_物理_江西_江西卷_原卷.jpg,2
2026,物理,山东,新高考,2020,地方/区域卷,local,山东卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\山东卷\物理\山东省高考物理真题试卷.pdf,papers/2026/物理/山东/山东卷/2026_物理_山东_山东卷_原卷.pdf,2
2026,物理,河南,新高考,2025,地方/区域卷,local,河南卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\河南卷\物理\26年河南省高考物理真题试卷及答案解析.pdf,papers/2026/物理/河南/河南卷/2026_物理_河南_河南卷_原卷.pdf,1
2026,物理,湖北,新高考,2021,地方/区域卷,local,湖北卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\湖北卷\物理\湖北省高考物理卷.pdf,papers/2026/物理/湖北/湖北卷/2026_物理_湖北_湖北卷_原卷.pdf,3
2026,物理,湖南,新高考,2021,地方/区域卷,local,湖南卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\湖南卷\物理\2026年湖南物理卷高考真题及答案解析.pdf,papers/2026/物理/湖南/湖南卷/2026_物理_湖南_湖南卷_原卷.pdf,2
2026,物理,广东,新高考,2021,地方/区域卷,local,广东卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\广东卷\物理\广东省高考物理真题试卷.pdf,papers/2026/物理/广东/广东卷/2026_物理_广东_广东卷_原卷.pdf,2
2026,物理,广西,新高考,2024,地方/区域卷,local,广西卷,placeholder,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\广西卷\物理\2026年高考物理真题和答案 .rar,papers/2026/物理/广西/广西卷/2026_物理_广西_广西卷_placeholder.rar,1
2026,物理,海南,新高考,2020,地方/区域卷,local,海南卷,placeholder,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\海南卷\物理\2026年高考物理真题和答案 .rar,papers/2026/物理/海南/海南卷/2026_物理_海南_海南卷_placeholder.rar,1
2026,物理,重庆,新高考,2021,地方/区域卷,local,重庆卷,placeholder,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\重庆卷\物理\2026年高考物理真题和答案 .rar,papers/2026/物理/重庆/重庆卷/2026_物理_重庆_重庆卷_placeholder.rar,1
2026,物理,四川,新高考,2025,地方/区域卷,local,四川卷,present_local,H:\New folder\高考六科整理\物理\2026_四川卷\2026年四川省高考物理真题试卷.pdf,papers/2026/物理/四川/四川卷/2026_物理_四川_四川卷_原卷.pdf,5
2026,物理,贵州,新高考,2024,地方/区域卷,local,贵州卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\贵州卷\物理\贵州省高考物理真题及答案解析.pdf,papers/2026/物理/贵州/贵州卷/2026_物理_贵州_贵州卷_原卷.pdf,2
2026,物理,云南,新高考,2025,地方/区域卷,local,云南卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\云南卷\物理\2026年云南物理卷高考真题及答案解析.pdf,papers/2026/物理/云南/云南卷/2026_物理_云南_云南卷_原卷.pdf,2
2026,物理,陕西,新高考,2025,地方/区域卷,local,陕西卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\陕晋宁青卷\物理\2026年高考（陕晋宁青卷）高考物理真题.pdf,papers/2026/物理/陕西/陕西卷/2026_物理_陕西_陕西卷_原卷.pdf,1
2026,物理,甘肃,新高考,2024,地方/区域卷,local,甘肃卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\甘肃卷\物理\2026甘肃高考物理真题（回忆版）.png,papers/2026/物理/甘肃/甘肃卷/2026_物理_甘肃_甘肃卷_原卷.png,2
2026,物理,青海,新高考,2025,地方/区域卷,local,青海卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\陕晋宁青卷\物理\2026年高考（陕晋宁青卷）高考物理真题.pdf,papers/2026/物理/青海/青海卷/2026_物理_青海_青海卷_原卷.pdf,1
2026,物理,宁夏,新高考,2025,地方/区域卷,local,宁夏卷,present_local,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\陕晋宁青卷\物理\2026年高考（陕晋宁青卷）高考物理真题.pdf,papers/2026/物理/宁夏/宁夏卷/2026_物理_宁夏_宁夏卷_原卷.pdf,1
2026,化学,北京,新高考,2020,地方/区域卷,local,北京卷,placeholder,H:\New folder\2026高考真题+答案\2026年高考真题答案（按省份分类）\北京卷\化学\2026年高考化学试题和答案.rar,papers/2026/化学/北京/北京卷/2026_化学_北京_北京卷_placeholder.rar,1
